Commodities,City,Date,Price
Bawang Merah,kota-palangkaraya,2024-10-01,29000
Bawang Merah,kota-palangkaraya,2024-11-01,33500
Bawang Merah,kota-palangkaraya,2024-01-02,42000
Bawang Merah,kota-palangkaraya,2024-02-02,35750
Bawang Merah,kota-palangkaraya,2024-04-02,34500
Bawang Merah,kota-palangkaraya,2024-05-02,51500
Bawang Merah,kota-palangkaraya,2024-07-02,42000
Bawang Merah,kota-palangkaraya,2024-08-02,26250
Bawang Merah,kota-palangkaraya,2024-09-02,25500
Bawang Merah,kota-palangkaraya,2024-10-02,29000
Bawang Merah,kota-palangkaraya,2024-12-02,43250
Bawang Merah,kota-palangkaraya,2024-01-03,42000
Bawang Merah,kota-palangkaraya,2024-04-03,35750
Bawang Merah,kota-palangkaraya,2024-05-03,49500
Bawang Merah,kota-palangkaraya,2024-06-03,45750
Bawang Merah,kota-palangkaraya,2024-07-03,41000
Bawang Merah,kota-palangkaraya,2024-09-03,25500
Bawang Merah,kota-palangkaraya,2024-10-03,29000
Bawang Merah,kota-palangkaraya,2024-12-03,43250
Bawang Merah,kota-palangkaraya,2024-01-04,42000
Bawang Merah,kota-palangkaraya,2024-03-04,34750
Bawang Merah,kota-palangkaraya,2024-04-04,37250
Bawang Merah,kota-palangkaraya,2024-06-04,45750
Bawang Merah,kota-palangkaraya,2024-07-04,41000
Bawang Merah,kota-palangkaraya,2024-09-04,26250
Bawang Merah,kota-palangkaraya,2024-10-04,29000
Bawang Merah,kota-palangkaraya,2024-11-04,34000
Bawang Merah,kota-palangkaraya,2024-12-04,43250
Bawang Merah,kota-palangkaraya,2024-01-05,42500
Bawang Merah,kota-palangkaraya,2024-02-05,35750
Bawang Merah,kota-palangkaraya,2024-03-05,34750
Bawang Merah,kota-palangkaraya,2024-04-05,38500
Bawang Merah,kota-palangkaraya,2024-06-05,45750
Bawang Merah,kota-palangkaraya,2024-07-05,41000
Bawang Merah,kota-palangkaraya,2024-08-05,26250
Bawang Merah,kota-palangkaraya,2024-09-05,26750
Bawang Merah,kota-palangkaraya,2024-11-05,34750
Bawang Merah,kota-palangkaraya,2024-12-05,43250
Bawang Merah,kota-palangkaraya,2024-02-06,35750
Bawang Merah,kota-palangkaraya,2024-03-06,34750
Bawang Merah,kota-palangkaraya,2024-05-06,49500
Bawang Merah,kota-palangkaraya,2024-06-06,44500
Bawang Merah,kota-palangkaraya,2024-08-06,25500
Bawang Merah,kota-palangkaraya,2024-09-06,26750
Bawang Merah,kota-palangkaraya,2024-11-06,34750
Bawang Merah,kota-palangkaraya,2024-12-06,42750
Bawang Merah,kota-palangkaraya,2024-02-07,35750
Bawang Merah,kota-palangkaraya,2024-03-07,34750
Bawang Merah,kota-palangkaraya,2024-05-07,49500
Bawang Merah,kota-palangkaraya,2024-06-07,44500
Bawang Merah,kota-palangkaraya,2024-08-07,25500
Bawang Merah,kota-palangkaraya,2024-10-07,29000
Bawang Merah,kota-palangkaraya,2024-11-07,36000
Bawang Merah,kota-palangkaraya,2024-01-08,42500
Bawang Merah,kota-palangkaraya,2024-02-08,35750
Bawang Merah,kota-palangkaraya,2024-03-08,34750
Bawang Merah,kota-palangkaraya,2024-04-08,38500
Bawang Merah,kota-palangkaraya,2024-05-08,49500
Bawang Merah,kota-palangkaraya,2024-07-08,35250
Bawang Merah,kota-palangkaraya,2024-08-08,25500
Bawang Merah,kota-palangkaraya,2024-10-08,29000
Bawang Merah,kota-palangkaraya,2024-11-08,38500
Bawang Merah,kota-palangkaraya,2024-01-09,43250
Bawang Merah,kota-palangkaraya,2024-02-09,35750
Bawang Merah,kota-palangkaraya,2024-04-09,38500
Bawang Merah,kota-palangkaraya,2024-05-09,49500
Bawang Merah,kota-palangkaraya,2024-07-09,35250
Bawang Merah,kota-palangkaraya,2024-08-09,25500
Bawang Merah,kota-palangkaraya,2024-09-09,27750
Bawang Merah,kota-palangkaraya,2024-10-09,29000
Bawang Merah,kota-palangkaraya,2024-12-09,43250
Bawang Merah,kota-palangkaraya,2024-01-10,43500
Bawang Merah,kota-palangkaraya,2024-04-10,39000
Bawang Merah,kota-palangkaraya,2024-05-10,49500
Bawang Merah,kota-palangkaraya,2024-06-10,44500
Bawang Merah,kota-palangkaraya,2024-07-10,35250
Bawang Merah,kota-palangkaraya,2024-09-10,27750
Bawang Merah,kota-palangkaraya,2024-10-10,27750
Bawang Merah,kota-palangkaraya,2024-12-10,43750
Bawang Merah,kota-palangkaraya,2024-01-11,43500
Bawang Merah,kota-palangkaraya,2024-03-11,34750
Bawang Merah,kota-palangkaraya,2024-04-11,38500
Bawang Merah,kota-palangkaraya,2024-06-11,44500
Bawang Merah,kota-palangkaraya,2024-07-11,34500
Bawang Merah,kota-palangkaraya,2024-09-11,28500
Bawang Merah,kota-palangkaraya,2024-10-11,29000
Bawang Merah,kota-palangkaraya,2024-11-11,42000
Bawang Merah,kota-palangkaraya,2024-12-11,43750
Bawang Merah,kota-palangkaraya,2024-01-12,43500
Bawang Merah,kota-palangkaraya,2024-02-12,35750
Bawang Merah,kota-palangkaraya,2024-03-12,34750
Bawang Merah,kota-palangkaraya,2024-04-12,38500
Bawang Merah,kota-palangkaraya,2024-06-12,43750
Bawang Merah,kota-palangkaraya,2024-07-12,34500
Bawang Merah,kota-palangkaraya,2024-08-12,26000
Bawang Merah,kota-palangkaraya,2024-09-12,29000
Bawang Merah,kota-palangkaraya,2024-11-12,43750
Bawang Merah,kota-palangkaraya,2024-12-12,43750
Bawang Merah,kota-palangkaraya,2024-02-13,35750
Bawang Merah,kota-palangkaraya,2024-03-13,34750
Bawang Merah,kota-palangkaraya,2024-05-13,47000
Bawang Merah,kota-palangkaraya,2024-06-13,43750
Bawang Merah,kota-palangkaraya,2024-08-13,26000
Bawang Merah,kota-palangkaraya,2024-09-13,29000
Bawang Merah,kota-palangkaraya,2024-11-13,44500
Bawang Merah,kota-palangkaraya,2024-12-13,43750
Bawang Merah,kota-palangkaraya,2024-02-14,35750
Bawang Merah,kota-palangkaraya,2024-03-14,34750
Bawang Merah,kota-palangkaraya,2024-05-14,47000
Bawang Merah,kota-palangkaraya,2024-06-14,43250
Bawang Merah,kota-palangkaraya,2024-08-14,24750
Bawang Merah,kota-palangkaraya,2024-10-14,29000
Bawang Merah,kota-palangkaraya,2024-11-14,44500
Bawang Merah,kota-palangkaraya,2024-01-15,43500
Bawang Merah,kota-palangkaraya,2024-02-15,35750
Bawang Merah,kota-palangkaraya,2024-03-15,34750
Bawang Merah,kota-palangkaraya,2024-04-15,38500
Bawang Merah,kota-palangkaraya,2024-05-15,47000
Bawang Merah,kota-palangkaraya,2024-07-15,33000
Bawang Merah,kota-palangkaraya,2024-08-15,24750
Bawang Merah,kota-palangkaraya,2024-10-15,29000
Bawang Merah,kota-palangkaraya,2024-11-15,44500
Bawang Merah,kota-palangkaraya,2024-01-16,43500
Bawang Merah,kota-palangkaraya,2024-02-16,35000
Bawang Merah,kota-palangkaraya,2024-04-16,44500
Bawang Merah,kota-palangkaraya,2024-05-16,47500
Bawang Merah,kota-palangkaraya,2024-07-16,32500
Bawang Merah,kota-palangkaraya,2024-08-16,25500
Bawang Merah,kota-palangkaraya,2024-09-16,25500
Bawang Merah,kota-palangkaraya,2024-10-16,29000
Bawang Merah,kota-palangkaraya,2024-12-16,43750
Bawang Merah,kota-palangkaraya,2024-01-17,44250
Bawang Merah,kota-palangkaraya,2024-04-17,44500
Bawang Merah,kota-palangkaraya,2024-05-17,47000
Bawang Merah,kota-palangkaraya,2024-06-17,43250
Bawang Merah,kota-palangkaraya,2024-07-17,32500
Bawang Merah,kota-palangkaraya,2024-09-17,29000
Bawang Merah,kota-palangkaraya,2024-10-17,29000
Bawang Merah,kota-palangkaraya,2024-12-17,43750
Bawang Merah,kota-palangkaraya,2024-01-18,43500
Bawang Merah,kota-palangkaraya,2024-03-18,34750
Bawang Merah,kota-palangkaraya,2024-04-18,44500
Bawang Merah,kota-palangkaraya,2024-06-18,43250
Bawang Merah,kota-palangkaraya,2024-07-18,32500
Bawang Merah,kota-palangkaraya,2024-09-18,29500
Bawang Merah,kota-palangkaraya,2024-10-18,29000
Bawang Merah,kota-palangkaraya,2024-11-18,44500
Bawang Merah,kota-palangkaraya,2024-12-18,43750
Bawang Merah,kota-palangkaraya,2024-01-19,42500
Bawang Merah,kota-palangkaraya,2024-02-19,35000
Bawang Merah,kota-palangkaraya,2024-03-19,34250
Bawang Merah,kota-palangkaraya,2024-04-19,50250
Bawang Merah,kota-palangkaraya,2024-06-19,43000
Bawang Merah,kota-palangkaraya,2024-07-19,31250
Bawang Merah,kota-palangkaraya,2024-08-19,25500
Bawang Merah,kota-palangkaraya,2024-09-19,29000
Bawang Merah,kota-palangkaraya,2024-11-19,43250
Bawang Merah,kota-palangkaraya,2024-12-19,43750
Bawang Merah,kota-palangkaraya,2024-02-20,35000
Bawang Merah,kota-palangkaraya,2024-03-20,34250
Bawang Merah,kota-palangkaraya,2024-05-20,47000
Bawang Merah,kota-palangkaraya,2024-06-20,43000
Bawang Merah,kota-palangkaraya,2024-08-20,25500
Bawang Merah,kota-palangkaraya,2024-09-20,29000
Bawang Merah,kota-palangkaraya,2024-11-20,43250
Bawang Merah,kota-palangkaraya,2024-12-20,43750
Bawang Merah,kota-palangkaraya,2024-02-21,35000
Bawang Merah,kota-palangkaraya,2024-03-21,34250
Bawang Merah,kota-palangkaraya,2024-05-21,47000
Bawang Merah,kota-palangkaraya,2024-06-21,43000
Bawang Merah,kota-palangkaraya,2024-08-21,25500
Bawang Merah,kota-palangkaraya,2024-10-21,29000
Bawang Merah,kota-palangkaraya,2024-11-21,43250
Bawang Merah,kota-palangkaraya,2024-01-22,41750
Bawang Merah,kota-palangkaraya,2024-02-22,34500
Bawang Merah,kota-palangkaraya,2024-03-22,34250
Bawang Merah,kota-palangkaraya,2024-04-22,53750
Bawang Merah,kota-palangkaraya,2024-05-22,47000
Bawang Merah,kota-palangkaraya,2024-07-22,30750
Bawang Merah,kota-palangkaraya,2024-08-22,25500
Bawang Merah,kota-palangkaraya,2024-10-22,29000
Bawang Merah,kota-palangkaraya,2024-11-22,43250
Bawang Merah,kota-palangkaraya,2024-01-23,39500
Bawang Merah,kota-palangkaraya,2024-02-23,35250
Bawang Merah,kota-palangkaraya,2024-04-23,53750
Bawang Merah,kota-palangkaraya,2024-05-23,47000
Bawang Merah,kota-palangkaraya,2024-07-23,27750
Bawang Merah,kota-palangkaraya,2024-08-23,25500
Bawang Merah,kota-palangkaraya,2024-09-23,29000
Bawang Merah,kota-palangkaraya,2024-10-23,29000
Bawang Merah,kota-palangkaraya,2024-12-23,43750
Bawang Merah,kota-palangkaraya,2024-01-24,37000
Bawang Merah,kota-palangkaraya,2024-04-24,53250
Bawang Merah,kota-palangkaraya,2024-05-24,47000
Bawang Merah,kota-palangkaraya,2024-06-24,43000
Bawang Merah,kota-palangkaraya,2024-07-24,27750
Bawang Merah,kota-palangkaraya,2024-09-24,29000
Bawang Merah,kota-palangkaraya,2024-10-24,29500
Bawang Merah,kota-palangkaraya,2024-12-24,43750
Bawang Merah,kota-palangkaraya,2024-01-25,37000
Bawang Merah,kota-palangkaraya,2024-03-25,34250
Bawang Merah,kota-palangkaraya,2024-04-25,53250
Bawang Merah,kota-palangkaraya,2024-06-25,42500
Bawang Merah,kota-palangkaraya,2024-07-25,27750
Bawang Merah,kota-palangkaraya,2024-09-25,29000
Bawang Merah,kota-palangkaraya,2024-10-25,30500
Bawang Merah,kota-palangkaraya,2024-11-25,43250
Bawang Merah,kota-palangkaraya,2024-12-25,43750
Bawang Merah,kota-palangkaraya,2024-01-26,37000
Bawang Merah,kota-palangkaraya,2024-02-26,35750
Bawang Merah,kota-palangkaraya,2024-03-26,34250
Bawang Merah,kota-palangkaraya,2024-04-26,53250
Bawang Merah,kota-palangkaraya,2024-06-26,42500
Bawang Merah,kota-palangkaraya,2024-07-26,27750
Bawang Merah,kota-palangkaraya,2024-08-26,25500
Bawang Merah,kota-palangkaraya,2024-09-26,29000
Bawang Merah,kota-palangkaraya,2024-11-26,43250
Bawang Merah,kota-palangkaraya,2024-12-26,43750
Bawang Merah,kota-palangkaraya,2024-02-27,35750
Bawang Merah,kota-palangkaraya,2024-03-27,34250
Bawang Merah,kota-palangkaraya,2024-05-27,47000
Bawang Merah,kota-palangkaraya,2024-06-27,42500
Bawang Merah,kota-palangkaraya,2024-08-27,25500
Bawang Merah,kota-palangkaraya,2024-09-27,29000
Bawang Merah,kota-palangkaraya,2024-11-27,29000
Bawang Merah,kota-palangkaraya,2024-12-27,43750
Bawang Merah,kota-palangkaraya,2024-02-28,35750
Bawang Merah,kota-palangkaraya,2024-03-28,33500
Bawang Merah,kota-palangkaraya,2024-05-28,47000
Bawang Merah,kota-palangkaraya,2024-06-28,42500
Bawang Merah,kota-palangkaraya,2024-08-28,25500
Bawang Merah,kota-palangkaraya,2024-10-28,31250
Bawang Merah,kota-palangkaraya,2024-11-28,43250
Bawang Merah,kota-palangkaraya,2024-01-29,37000
Bawang Merah,kota-palangkaraya,2024-02-29,35750
Bawang Merah,kota-palangkaraya,2024-03-29,33500
Bawang Merah,kota-palangkaraya,2024-04-29,52750
Bawang Merah,kota-palangkaraya,2024-05-29,47000
Bawang Merah,kota-palangkaraya,2024-07-29,26750
Bawang Merah,kota-palangkaraya,2024-08-29,25500
Bawang Merah,kota-palangkaraya,2024-10-29,31250
Bawang Merah,kota-palangkaraya,2024-11-29,43250
Bawang Merah,kota-palangkaraya,2024-01-30,35750
Bawang Merah,kota-palangkaraya,2024-04-30,51500
Bawang Merah,kota-palangkaraya,2024-05-30,47000
Bawang Merah,kota-palangkaraya,2024-07-30,26750
Bawang Merah,kota-palangkaraya,2024-08-30,25500
Bawang Merah,kota-palangkaraya,2024-09-30,29000
Bawang Merah,kota-palangkaraya,2024-10-30,31250
Bawang Merah,kota-palangkaraya,2024-12-30,43250
Bawang Merah,kota-palangkaraya,2024-01-31,35750
Bawang Merah,kota-palangkaraya,2024-05-31,47000
Bawang Merah,kota-palangkaraya,2024-07-31,26250
Bawang Merah,kota-palangkaraya,2024-10-31,31250
Bawang Merah,kota-palangkaraya,2024-12-31,43250
Bawang Putih,kota-palangkaraya,2024-01-01,38750
Bawang Putih,kota-palangkaraya,2024-02-01,38500
Bawang Putih,kota-palangkaraya,2024-03-01,38000
Bawang Putih,kota-palangkaraya,2024-04-01,42500
Bawang Putih,kota-palangkaraya,2024-05-01,43000
Bawang Putih,kota-palangkaraya,2024-07-01,42000
Bawang Putih,kota-palangkaraya,2024-08-01,41250
Bawang Putih,kota-palangkaraya,2024-10-01,41250
Bawang Putih,kota-palangkaraya,2024-11-01,41250
Bawang Putih,kota-palangkaraya,2024-01-02,38750
Bawang Putih,kota-palangkaraya,2024-02-02,38500
Bawang Putih,kota-palangkaraya,2024-04-02,42500
Bawang Putih,kota-palangkaraya,2024-05-02,43000
Bawang Putih,kota-palangkaraya,2024-07-02,40750
Bawang Putih,kota-palangkaraya,2024-08-02,41250
Bawang Putih,kota-palangkaraya,2024-09-02,40750
Bawang Putih,kota-palangkaraya,2024-10-02,41250
Bawang Putih,kota-palangkaraya,2024-12-02,43250
Bawang Putih,kota-palangkaraya,2024-01-03,38750
Bawang Putih,kota-palangkaraya,2024-04-03,42500
Bawang Putih,kota-palangkaraya,2024-05-03,43000
Bawang Putih,kota-palangkaraya,2024-06-03,43250
Bawang Putih,kota-palangkaraya,2024-07-03,40750
Bawang Putih,kota-palangkaraya,2024-09-03,40750
Bawang Putih,kota-palangkaraya,2024-10-03,41250
Bawang Putih,kota-palangkaraya,2024-12-03,43250
Bawang Putih,kota-palangkaraya,2024-01-04,38750
Bawang Putih,kota-palangkaraya,2024-03-04,38000
Bawang Putih,kota-palangkaraya,2024-04-04,42500
Bawang Putih,kota-palangkaraya,2024-06-04,43250
Bawang Putih,kota-palangkaraya,2024-07-04,40750
Bawang Putih,kota-palangkaraya,2024-09-04,40750
Bawang Putih,kota-palangkaraya,2024-10-04,41250
Bawang Putih,kota-palangkaraya,2024-11-04,41250
Bawang Putih,kota-palangkaraya,2024-12-04,43250
Bawang Putih,kota-palangkaraya,2024-01-05,38750
Bawang Putih,kota-palangkaraya,2024-02-05,38500
Bawang Putih,kota-palangkaraya,2024-03-05,39000
Bawang Putih,kota-palangkaraya,2024-04-05,42500
Bawang Putih,kota-palangkaraya,2024-06-05,43250
Bawang Putih,kota-palangkaraya,2024-07-05,40750
Bawang Putih,kota-palangkaraya,2024-08-05,41250
Bawang Putih,kota-palangkaraya,2024-09-05,41250
Bawang Putih,kota-palangkaraya,2024-11-05,41250
Bawang Putih,kota-palangkaraya,2024-12-05,43250
Bawang Putih,kota-palangkaraya,2024-02-06,38500
Bawang Putih,kota-palangkaraya,2024-03-06,39000
Bawang Putih,kota-palangkaraya,2024-05-06,43750
Bawang Putih,kota-palangkaraya,2024-06-06,43250
Bawang Putih,kota-palangkaraya,2024-08-06,40000
Bawang Putih,kota-palangkaraya,2024-09-06,41250
Bawang Putih,kota-palangkaraya,2024-11-06,41250
Bawang Putih,kota-palangkaraya,2024-12-06,43250
Bawang Putih,kota-palangkaraya,2024-02-07,38500
Bawang Putih,kota-palangkaraya,2024-03-07,39000
Bawang Putih,kota-palangkaraya,2024-05-07,43750
Bawang Putih,kota-palangkaraya,2024-06-07,43250
Bawang Putih,kota-palangkaraya,2024-08-07,40000
Bawang Putih,kota-palangkaraya,2024-10-07,41250
Bawang Putih,kota-palangkaraya,2024-11-07,41250
Bawang Putih,kota-palangkaraya,2024-01-08,38750
Bawang Putih,kota-palangkaraya,2024-02-08,38500
Bawang Putih,kota-palangkaraya,2024-03-08,39000
Bawang Putih,kota-palangkaraya,2024-04-08,42500
Bawang Putih,kota-palangkaraya,2024-05-08,43750
Bawang Putih,kota-palangkaraya,2024-07-08,40250
Bawang Putih,kota-palangkaraya,2024-08-08,40000
Bawang Putih,kota-palangkaraya,2024-10-08,41250
Bawang Putih,kota-palangkaraya,2024-11-08,41250
Bawang Putih,kota-palangkaraya,2024-01-09,38750
Bawang Putih,kota-palangkaraya,2024-02-09,38500
Bawang Putih,kota-palangkaraya,2024-04-09,42500
Bawang Putih,kota-palangkaraya,2024-05-09,43750
Bawang Putih,kota-palangkaraya,2024-07-09,40250
Bawang Putih,kota-palangkaraya,2024-08-09,40000
Bawang Putih,kota-palangkaraya,2024-09-09,41250
Bawang Putih,kota-palangkaraya,2024-10-09,41250
Bawang Putih,kota-palangkaraya,2024-12-09,43250
Bawang Putih,kota-palangkaraya,2024-01-10,40000
Bawang Putih,kota-palangkaraya,2024-04-10,42500
Bawang Putih,kota-palangkaraya,2024-05-10,43750
Bawang Putih,kota-palangkaraya,2024-06-10,43250
Bawang Putih,kota-palangkaraya,2024-07-10,39000
Bawang Putih,kota-palangkaraya,2024-09-10,41250
Bawang Putih,kota-palangkaraya,2024-10-10,41250
Bawang Putih,kota-palangkaraya,2024-12-10,43250
Bawang Putih,kota-palangkaraya,2024-01-11,40000
Bawang Putih,kota-palangkaraya,2024-03-11,39000
Bawang Putih,kota-palangkaraya,2024-04-11,42500
Bawang Putih,kota-palangkaraya,2024-06-11,43250
Bawang Putih,kota-palangkaraya,2024-07-11,39000
Bawang Putih,kota-palangkaraya,2024-09-11,41250
Bawang Putih,kota-palangkaraya,2024-10-11,41250
Bawang Putih,kota-palangkaraya,2024-11-11,42250
Bawang Putih,kota-palangkaraya,2024-12-11,43250
Bawang Putih,kota-palangkaraya,2024-01-12,40000
Bawang Putih,kota-palangkaraya,2024-02-12,38000
Bawang Putih,kota-palangkaraya,2024-03-12,39000
Bawang Putih,kota-palangkaraya,2024-04-12,42500
Bawang Putih,kota-palangkaraya,2024-06-12,43250
Bawang Putih,kota-palangkaraya,2024-07-12,39000
Bawang Putih,kota-palangkaraya,2024-08-12,40000
Bawang Putih,kota-palangkaraya,2024-09-12,41250
Bawang Putih,kota-palangkaraya,2024-11-12,43500
Bawang Putih,kota-palangkaraya,2024-12-12,43250
Bawang Putih,kota-palangkaraya,2024-02-13,38000
Bawang Putih,kota-palangkaraya,2024-03-13,41250
Bawang Putih,kota-palangkaraya,2024-05-13,43250
Bawang Putih,kota-palangkaraya,2024-06-13,43000
Bawang Putih,kota-palangkaraya,2024-08-13,40000
Bawang Putih,kota-palangkaraya,2024-09-13,41250
Bawang Putih,kota-palangkaraya,2024-11-13,43500
Bawang Putih,kota-palangkaraya,2024-12-13,43250
Bawang Putih,kota-palangkaraya,2024-02-14,38000
Bawang Putih,kota-palangkaraya,2024-03-14,41250
Bawang Putih,kota-palangkaraya,2024-05-14,43250
Bawang Putih,kota-palangkaraya,2024-06-14,43000
Bawang Putih,kota-palangkaraya,2024-08-14,40000
Bawang Putih,kota-palangkaraya,2024-10-14,41250
Bawang Putih,kota-palangkaraya,2024-11-14,43500
Bawang Putih,kota-palangkaraya,2024-01-15,40000
Bawang Putih,kota-palangkaraya,2024-02-15,38000
Bawang Putih,kota-palangkaraya,2024-03-15,41750
Bawang Putih,kota-palangkaraya,2024-04-15,42500
Bawang Putih,kota-palangkaraya,2024-05-15,43250
Bawang Putih,kota-palangkaraya,2024-07-15,37500
Bawang Putih,kota-palangkaraya,2024-08-15,40000
Bawang Putih,kota-palangkaraya,2024-10-15,41250
Bawang Putih,kota-palangkaraya,2024-11-15,43500
Bawang Putih,kota-palangkaraya,2024-01-16,40000
Bawang Putih,kota-palangkaraya,2024-02-16,38000
Bawang Putih,kota-palangkaraya,2024-04-16,43000
Bawang Putih,kota-palangkaraya,2024-05-16,42500
Bawang Putih,kota-palangkaraya,2024-07-16,40000
Bawang Putih,kota-palangkaraya,2024-08-16,41250
Bawang Putih,kota-palangkaraya,2024-09-16,41250
Bawang Putih,kota-palangkaraya,2024-10-16,41250
Bawang Putih,kota-palangkaraya,2024-12-16,43250
Bawang Putih,kota-palangkaraya,2024-01-17,40500
Bawang Putih,kota-palangkaraya,2024-04-17,43000
Bawang Putih,kota-palangkaraya,2024-05-17,43250
Bawang Putih,kota-palangkaraya,2024-06-17,43000
Bawang Putih,kota-palangkaraya,2024-07-17,41250
Bawang Putih,kota-palangkaraya,2024-09-17,41250
Bawang Putih,kota-palangkaraya,2024-10-17,41250
Bawang Putih,kota-palangkaraya,2024-12-17,43250
Bawang Putih,kota-palangkaraya,2024-01-18,40500
Bawang Putih,kota-palangkaraya,2024-03-18,41750
Bawang Putih,kota-palangkaraya,2024-04-18,43000
Bawang Putih,kota-palangkaraya,2024-06-18,43000
Bawang Putih,kota-palangkaraya,2024-07-18,41250
Bawang Putih,kota-palangkaraya,2024-09-18,41250
Bawang Putih,kota-palangkaraya,2024-10-18,41250
Bawang Putih,kota-palangkaraya,2024-11-18,43500
Bawang Putih,kota-palangkaraya,2024-12-18,43250
Bawang Putih,kota-palangkaraya,2024-01-19,40000
Bawang Putih,kota-palangkaraya,2024-02-19,38500
Bawang Putih,kota-palangkaraya,2024-03-19,41750
Bawang Putih,kota-palangkaraya,2024-04-19,43000
Bawang Putih,kota-palangkaraya,2024-06-19,43000
Bawang Putih,kota-palangkaraya,2024-07-19,41250
Bawang Putih,kota-palangkaraya,2024-08-19,41250
Bawang Putih,kota-palangkaraya,2024-09-19,41250
Bawang Putih,kota-palangkaraya,2024-11-19,42250
Bawang Putih,kota-palangkaraya,2024-12-19,43250
Bawang Putih,kota-palangkaraya,2024-02-20,38500
Bawang Putih,kota-palangkaraya,2024-03-20,41750
Bawang Putih,kota-palangkaraya,2024-05-20,43250
Bawang Putih,kota-palangkaraya,2024-06-20,42000
Bawang Putih,kota-palangkaraya,2024-08-20,41250
Bawang Putih,kota-palangkaraya,2024-09-20,41250
Bawang Putih,kota-palangkaraya,2024-11-20,42250
Bawang Putih,kota-palangkaraya,2024-12-20,43250
Bawang Putih,kota-palangkaraya,2024-02-21,38500
Bawang Putih,kota-palangkaraya,2024-03-21,41750
Bawang Putih,kota-palangkaraya,2024-05-21,43250
Bawang Putih,kota-palangkaraya,2024-06-21,42000
Bawang Putih,kota-palangkaraya,2024-08-21,41250
Bawang Putih,kota-palangkaraya,2024-10-21,41250
Bawang Putih,kota-palangkaraya,2024-11-21,42250
Bawang Putih,kota-palangkaraya,2024-01-22,40000
Bawang Putih,kota-palangkaraya,2024-02-22,38000
Bawang Putih,kota-palangkaraya,2024-03-22,41750
Bawang Putih,kota-palangkaraya,2024-04-22,43000
Bawang Putih,kota-palangkaraya,2024-05-22,43250
Bawang Putih,kota-palangkaraya,2024-07-22,41250
Bawang Putih,kota-palangkaraya,2024-08-22,41250
Bawang Putih,kota-palangkaraya,2024-10-22,41250
Bawang Putih,kota-palangkaraya,2024-11-22,42250
Bawang Putih,kota-palangkaraya,2024-01-23,39500
Bawang Putih,kota-palangkaraya,2024-02-23,37500
Bawang Putih,kota-palangkaraya,2024-04-23,43000
Bawang Putih,kota-palangkaraya,2024-05-23,43250
Bawang Putih,kota-palangkaraya,2024-07-23,41250
Bawang Putih,kota-palangkaraya,2024-08-23,41250
Bawang Putih,kota-palangkaraya,2024-09-23,41250
Bawang Putih,kota-palangkaraya,2024-10-23,41250
Bawang Putih,kota-palangkaraya,2024-12-23,43250
Bawang Putih,kota-palangkaraya,2024-01-24,39500
Bawang Putih,kota-palangkaraya,2024-04-24,43000
Bawang Putih,kota-palangkaraya,2024-05-24,43250
Bawang Putih,kota-palangkaraya,2024-06-24,42000
Bawang Putih,kota-palangkaraya,2024-07-24,41250
Bawang Putih,kota-palangkaraya,2024-09-24,41250
Bawang Putih,kota-palangkaraya,2024-10-24,41250
Bawang Putih,kota-palangkaraya,2024-12-24,43250
Bawang Putih,kota-palangkaraya,2024-01-25,39500
Bawang Putih,kota-palangkaraya,2024-03-25,41750
Bawang Putih,kota-palangkaraya,2024-04-25,43000
Bawang Putih,kota-palangkaraya,2024-06-25,42000
Bawang Putih,kota-palangkaraya,2024-07-25,41250
Bawang Putih,kota-palangkaraya,2024-09-25,41250
Bawang Putih,kota-palangkaraya,2024-10-25,41250
Bawang Putih,kota-palangkaraya,2024-11-25,42250
Bawang Putih,kota-palangkaraya,2024-12-25,43250
Bawang Putih,kota-palangkaraya,2024-01-26,39500
Bawang Putih,kota-palangkaraya,2024-02-26,38000
Bawang Putih,kota-palangkaraya,2024-03-26,41750
Bawang Putih,kota-palangkaraya,2024-04-26,43000
Bawang Putih,kota-palangkaraya,2024-06-26,42000
Bawang Putih,kota-palangkaraya,2024-07-26,41250
Bawang Putih,kota-palangkaraya,2024-08-26,41250
Bawang Putih,kota-palangkaraya,2024-09-26,41250
Bawang Putih,kota-palangkaraya,2024-11-26,42500
Bawang Putih,kota-palangkaraya,2024-12-26,43250
Bawang Putih,kota-palangkaraya,2024-02-27,38000
Bawang Putih,kota-palangkaraya,2024-03-27,41750
Bawang Putih,kota-palangkaraya,2024-05-27,43250
Bawang Putih,kota-palangkaraya,2024-06-27,42000
Bawang Putih,kota-palangkaraya,2024-08-27,40750
Bawang Putih,kota-palangkaraya,2024-09-27,41250
Bawang Putih,kota-palangkaraya,2024-11-27,41250
Bawang Putih,kota-palangkaraya,2024-12-27,43250
Bawang Putih,kota-palangkaraya,2024-02-28,38000
Bawang Putih,kota-palangkaraya,2024-03-28,41750
Bawang Putih,kota-palangkaraya,2024-05-28,43250
Bawang Putih,kota-palangkaraya,2024-06-28,42000
Bawang Putih,kota-palangkaraya,2024-08-28,40750
Bawang Putih,kota-palangkaraya,2024-10-28,41250
Bawang Putih,kota-palangkaraya,2024-11-28,42500
Bawang Putih,kota-palangkaraya,2024-01-29,38500
Bawang Putih,kota-palangkaraya,2024-02-29,38000
Bawang Putih,kota-palangkaraya,2024-03-29,41750
Bawang Putih,kota-palangkaraya,2024-04-29,43000
